configuration	duplicate_family	resolved_versions	cargo_tree_status	principal_introducers_and_constraint_split	avoidability	disposition
ACME-only	thiserror	v1.0.69,v2.0.19	active duplicate	v1.0.69 <- asn1-rs@0.6.2 requires ^1.0.25, async-web-client@0.6.3 requires ^1.0, postage@0.5.0 requires ^1.0, x509-parser@0.16.0 requires ^1.0.2; v2.0.19 <- arti-client@0.44.0 requires ^2, asn1-rs@0.7.2 requires ^2.0.0, fs-mistrust@0.15.0 requires ^2, fslock-guard@0.8.0 requires ^2, jni@0.22.4 requires ^2, pwd-grp@1.0.2 requires >=1, <3, redox_users@0.5.2 requires ^2.0, rsqlite-vfs@0.1.1 requires ^2.0.12, rustchan@1.3.0 requires ^2.0.19, rustls-acme@0.15.3 requires ^2, safelog@0.9.0 requires ^2, slotmap-careful@0.8.0 requires ^2, tor-async-utils@0.44.0 requires ^2, tor-basic-utils@0.44.0 requires ^2, tor-bytes@0.44.0 requires ^2, tor-cell@0.44.0 requires ^2, tor-cert@0.44.0 requires ^2, tor-chanmgr@0.44.0 requires ^2, tor-checkable@0.44.0 requires ^2, tor-circmgr@0.44.0 requires ^2, tor-config-path@0.44.0 requires ^2, tor-config@0.44.0 requires ^2, tor-consdiff@0.44.0 requires ^2, tor-dirclient@0.44.0 requires ^2, tor-dirmgr@0.44.0 requires ^2, tor-error@0.44.0 requires ^2, tor-general-addr@0.44.0 requires ^2, tor-guardmgr@0.44.0 requires ^2, tor-hsclient@0.44.0 requires ^2, tor-hscrypto@0.44.0 requires ^2, tor-hsservice@0.44.0 requires ^2, tor-key-forge@0.44.0 requires ^2, tor-keymgr@0.44.0 requires ^2, tor-linkspec@0.44.0 requires ^2, tor-llcrypto@0.44.0 requires ^2, tor-log-ratelim@0.44.0 requires ^2, tor-memquota@0.44.0 requires ^2, tor-netdir@0.44.0 requires ^2, tor-netdoc@0.44.0 requires ^2, tor-persist@0.44.0 requires ^2, tor-proto@0.44.0 requires ^2, tor-protover@0.44.0 requires ^2, tor-rtcompat@0.44.0 requires ^2, tor-rtmock@0.44.0 requires ^2, tor-socksproto@0.44.0 requires ^2, tor-units@0.44.0 requires ^2, tracing-appender@0.2.5 requires ^2	No - current proc-macro/API constraints	Keep: independent derive/proc-macro consumers require incompatible generations; a lockfile-only update cannot unify them.
ACME-only	thiserror-impl	v1.0.69,v2.0.19	active duplicate	v1.0.69 <- thiserror@1.0.69 requires =1.0.69; v2.0.19 <- thiserror@2.0.19 requires =2.0.19	No - current proc-macro/API constraints	Keep: independent derive/proc-macro consumers require incompatible generations; a lockfile-only update cannot unify them.
ACME-only	toml	v0.8.23,v1.1.4+spec-1.1.0	active duplicate	v0.8.23 <- figment@0.10.19 requires ^0.8 [optional]; v1.1.4+spec-1.1.0 <- rustchan@1.3.0 requires ^1.1.4, tor-config@0.44.0 requires ^1.0.3	No - current configuration/proc-macro constraints	Keep: direct toml 1.x and upstream figment/proc-macro paths require incompatible parser generations.
ACME-only	toml_datetime	v0.6.11,v1.1.1+spec-1.1.0	active duplicate	v0.6.11 <- toml@0.8.23 requires ^0.6.11, toml_edit@0.22.27 requires ^0.6.11; v1.1.1+spec-1.1.0 <- toml@1.1.4+spec-1.1.0 requires ^1.1.1, toml_edit@0.25.13+spec-1.1.0 requires ^1.1.1	No - current configuration/proc-macro constraints	Keep: direct toml 1.x and upstream figment/proc-macro paths require incompatible parser generations.
ACME-only	toml_edit	v0.22.27,v0.25.13+spec-1.1.0	active duplicate	v0.22.27 <- toml@0.8.23 requires ^0.22.27 [optional]; v0.25.13+spec-1.1.0 <- proc-macro-crate@3.5.0 requires ^0.25.0	No - current configuration/proc-macro constraints	Keep: direct toml 1.x and upstream figment/proc-macro paths require incompatible parser generations.
ACME-only	tower-http	v0.6.11,v0.7.0	active duplicate	v0.6.11 <- reqwest@0.13.4 requires ^0.6.8 [target=cfg(not(all(target_arch = "wasm32", any(target_os = "unknown", target_os = "none"))))]; v0.7.0 <- rustchan@1.3.0 requires ^0.7.0	No - current reqwest/direct constraints	Keep: reqwest requires tower-http 0.6 while RustChan uses 0.7; preserve the pure-Rust reqwest/TLS stack and revisit upstream.
ACME-only	webpki-roots	v0.26.11,v1.0.9	active duplicate	v0.26.11 <- async-web-client@0.6.3 requires ^0.26.0; v1.0.9 <- rustls-acme@0.15.3 requires ^1 [optional], webpki-roots@0.26.11 requires ^1	No - current TLS/PKI and Arti constraints	Keep: preserve both TLS backends and Arti 0.44; unification requires upstream rustls-acme/rcgen/x509/Arti convergence.
ACME-only	windows-sys	v0.52.0,v0.59.0,v0.60.2,v0.61.2	active duplicate	v0.52.0 <- ring@0.17.14 requires ^0.52 [target=cfg(all(all(target_arch = "aarch64", target_endian = "little"), target_os = "windows"))]; v0.59.0 <- rand_jitter@0.6.1 requires ^0.59 [target=cfg(target_os = "windows")]; v0.60.2 <- notify@8.2.0 requires ^0.60.1 [target=cfg(windows)]; v0.61.2 <- anstyle-query@1.1.5 requires >=0.60.2, <0.62 [target=cfg(windows)], anstyle-wincon@3.0.11 requires >=0.60.2, <0.62 [target=cfg(windows)], async-io@2.6.0 requires ^0.61 [target=cfg(windows)], dirs-sys@0.5.0 requires >=0.59.0 [target=cfg(windows)], errno@0.3.14 requires >=0.52, <0.62 [target=cfg(windows)], fslock-guard@0.8.0 requires ^0.61 [target=cfg(windows)], mio@1.2.2 requires ^0.61 [target=cfg(windows)], nu-ansi-term@0.50.3 requires >=0.59, <=0.61 [target=cfg(windows)], polling@3.11.0 requires ^0.61 [target=cfg(windows)], rustix@1.1.4 requires >=0.52, <0.62 [target=cfg(windows)], rustls-platform-verifier@0.7.0 requires >=0.52.0, <0.62.0 [target=cfg(windows)], schannel@0.1.29 requires ^0.61, socket2@0.6.5 requires >=0.60, <0.62 [target=cfg(windows)], tempfile@3.27.0 requires >=0.52, <0.62 [target=cfg(windows)], tokio@1.53.1 requires ^0.61 [target=cfg(windows); optional], winapi-util@0.1.11 requires >=0.48.0, <=0.61 [target=cfg(windows)]	No - current target-specific constraints	Keep: Windows-only upstream crates require incompatible windows-sys/windows-targets generations; revisit through upstream releases.
ACME-only	windows-targets	v0.52.6,v0.53.5	active duplicate	v0.52.6 <- windows-sys@0.52.0 requires ^0.52.0, windows-sys@0.59.0 requires ^0.52.6; v0.53.5 <- windows-sys@0.60.2 requires ^0.53.2	No - current target-specific constraints	Keep: Windows-only upstream crates require incompatible windows-sys/windows-targets generations; revisit through upstream releases.
ACME-only	windows_aarch64_gnullvm	v0.52.6,v0.53.1	active duplicate	v0.52.6 <- windows-targets@0.52.6 requires ^0.52.6 [target=aarch64-pc-windows-gnullvm]; v0.53.1 <- windows-targets@0.53.5 requires ^0.53.0 [target=aarch64-pc-windows-gnullvm]	No - current target-specific constraints	Keep: Windows-only upstream crates require incompatible windows-sys/windows-targets generations; revisit through upstream releases.
ACME-only	windows_aarch64_msvc	v0.52.6,v0.53.1	active duplicate	v0.52.6 <- windows-targets@0.52.6 requires ^0.52.6 [target=cfg(all(target_arch = "aarch64", target_env = "msvc", not(windows_raw_dylib)))]; v0.53.1 <- windows-targets@0.53.5 requires ^0.53.0 [target=cfg(all(target_arch = "aarch64", target_env = "msvc", not(windows_raw_dylib)))]	No - current target-specific constraints	Keep: Windows-only upstream crates require incompatible windows-sys/windows-targets generations; revisit through upstream releases.
ACME-only	windows_i686_gnu	v0.52.6,v0.53.1	active duplicate	v0.52.6 <- windows-targets@0.52.6 requires ^0.52.6 [target=cfg(all(target_arch = "x86", target_env = "gnu", not(target_abi = "llvm"), not(windows_raw_dylib)))]; v0.53.1 <- windows-targets@0.53.5 requires ^0.53.0 [target=cfg(all(target_arch = "x86", target_env = "gnu", not(target_abi = "llvm"), not(windows_raw_dylib)))]	No - current target-specific constraints	Keep: Windows-only upstream crates require incompatible windows-sys/windows-targets generations; revisit through upstream releases.
ACME-only	windows_i686_gnullvm	v0.52.6,v0.53.1	active duplicate	v0.52.6 <- windows-targets@0.52.6 requires ^0.52.6 [target=i686-pc-windows-gnullvm]; v0.53.1 <- windows-targets@0.53.5 requires ^0.53.0 [target=i686-pc-windows-gnullvm]	No - current target-specific constraints	Keep: Windows-only upstream crates require incompatible windows-sys/windows-targets generations; revisit through upstream releases.
ACME-only	windows_i686_msvc	v0.52.6,v0.53.1	active duplicate	v0.52.6 <- windows-targets@0.52.6 requires ^0.52.6 [target=cfg(all(target_arch = "x86", target_env = "msvc", not(windows_raw_dylib)))]; v0.53.1 <- windows-targets@0.53.5 requires ^0.53.0 [target=cfg(all(target_arch = "x86", target_env = "msvc", not(windows_raw_dylib)))]	No - current target-specific constraints	Keep: Windows-only upstream crates require incompatible windows-sys/windows-targets generations; revisit through upstream releases.
ACME-only	windows_x86_64_gnu	v0.52.6,v0.53.1	active duplicate	v0.52.6 <- windows-targets@0.52.6 requires ^0.52.6 [target=cfg(all(target_arch = "x86_64", target_env = "gnu", not(target_abi = "llvm"), not(windows_raw_dylib)))]; v0.53.1 <- windows-targets@0.53.5 requires ^0.53.0 [target=cfg(all(target_arch = "x86_64", target_env = "gnu", not(target_abi = "llvm"), not(windows_raw_dylib)))]	No - current target-specific constraints	Keep: Windows-only upstream crates require incompatible windows-sys/windows-targets generations; revisit through upstream releases.
ACME-only	windows_x86_64_gnullvm	v0.52.6,v0.53.1	active duplicate	v0.52.6 <- windows-targets@0.52.6 requires ^0.52.6 [target=x86_64-pc-windows-gnullvm]; v0.53.1 <- windows-targets@0.53.5 requires ^0.53.0 [target=x86_64-pc-windows-gnullvm]	No - current target-specific constraints	Keep: Windows-only upstream crates require incompatible windows-sys/windows-targets generations; revisit through upstream releases.
ACME-only	windows_x86_64_msvc	v0.52.6,v0.53.1	active duplicate	v0.52.6 <- windows-targets@0.52.6 requires ^0.52.6 [target=cfg(all(any(target_arch = "x86_64", target_arch = "arm64ec"), target_env = "msvc", not(windows_raw_dylib)))]; v0.53.1 <- windows-targets@0.53.5 requires ^0.53.0 [target=cfg(all(any(target_arch = "x86_64", target_arch = "arm64ec"), target_env = "msvc", not(windows_raw_dylib)))]	No - current target-specific constraints	Keep: Windows-only upstream crates require incompatible windows-sys/windows-targets generations; revisit through upstream releases.
ACME-only	winnow	v0.7.15,v1.0.4	active duplicate	v0.7.15 <- toml_edit@0.22.27 requires ^0.7.10 [optional]; v1.0.4 <- toml@1.1.4+spec-1.1.0 requires ^1.0.0 [optional], toml_edit@0.25.13+spec-1.1.0 requires ^1.0.0 [optional], toml_parser@1.1.3+spec-1.1.0 requires ^1.0.0	No - current configuration/proc-macro constraints	Keep: direct toml 1.x and upstream figment/proc-macro paths require incompatible parser generations.
all-features	asn1-rs	v0.6.2,v0.7.2	active duplicate	v0.6.2 <- der-parser@9.0.0 requires ^0.6, oid-registry@0.7.1 requires ^0.6, x509-parser@0.16.0 requires ^0.6.1; v0.7.2 <- der-parser@10.0.0 requires ^0.7, oid-registry@0.8.1 requires ^0.7, x509-parser@0.18.1 requires ^0.7.0	No - current TLS/PKI and Arti constraints	Keep: preserve both TLS backends and Arti 0.44; unification requires upstream rustls-acme/rcgen/x509/Arti convergence.
all-features	asn1-rs-derive	v0.5.1,v0.6.0	active duplicate	v0.5.1 <- asn1-rs@0.6.2 requires ^0.5; v0.6.0 <- asn1-rs@0.7.2 requires ^0.6	No - current TLS/PKI and Arti constraints	Keep: preserve both TLS backends and Arti 0.44; unification requires upstream rustls-acme/rcgen/x509/Arti convergence.
all-features	atomic	v0.5.3,v0.6.1	active duplicate	v0.5.3 <- postage@0.5.0 requires ^0.5; v0.6.1 <- figment@0.10.19 requires ^0.6.0 [target=cfg(any(target_pointer_width = "8", target_pointer_width = "16", target_pointer_width = "32"))]	No - current crypto/RNG and Arti constraints	Keep: semver-incompatible generations are selected by Arti 0.44 and the modern direct crypto/RNG stack; revisit upstream only.
all-features	base64	v0.13.1,v0.22.1	active duplicate	v0.13.1 <- captcha@1.0.0 requires ^0.13; v0.22.1 <- hyper-util@0.1.20 requires ^0.22 [optional], pem@3.0.6 requires ^0.22.0, reqwest@0.13.4 requires ^0.22, rustls-acme@0.15.3 requires ^0.22, serde_with@3.21.0 requires ^0.22.1 [optional]	No - current media/CAPTCHA constraints	Keep: the legacy CAPTCHA/image path and current media/network stack require incompatible generations; revisit when the parent crates upgrade.
all-features	bitflags	v1.3.2,v2.13.1	active duplicate	v1.3.2 <- png@0.17.16 requires ^1.0; v2.13.1 <- crossterm@0.29.0 requires ^2.9, inotify@0.11.4 requires ^2, kqueue-sys@1.1.2 requires ^2.11.0, notify-types@2.1.0 requires ^2, notify@8.2.0 requires ^2.7.0 [target=cfg(target_os = "macos")], objc2-core-foundation@0.3.2 requires ^2.5.0 [optional], png@0.18.1 requires ^2.0, redox_syscall@0.5.18 requires ^2.4, rusqlite@0.39.0 requires ^2.6.0, rustix@1.1.4 requires ^2.4.0 (direct rustchan@1.3.0 root edge on cfg(unix)), security-framework@3.7.0 requires ^2.11, tor-cell@0.44.0 requires ^2, tor-netdir@0.44.0 requires ^2, tower-http@0.6.11 requires ^2.0.2, tower-http@0.7.0 requires ^2.0.2	No - current media/CAPTCHA constraints	Keep: the legacy CAPTCHA/image path and current media/network stack require incompatible generations; revisit when the parent crates upgrade.
all-features	block-buffer	v0.10.4,v0.12.1	active duplicate	v0.10.4 <- digest@0.10.7 requires ^0.10 [optional]; v0.12.1 <- digest@0.11.3 requires ^0.12 [optional]	No - current crypto/RNG and Arti constraints	Keep: semver-incompatible generations are selected by Arti 0.44 and the modern direct crypto/RNG stack; revisit upstream only.
all-features	const-oid	v0.9.6,v0.10.2	active duplicate	v0.9.6 <- der@0.7.10 requires ^0.9.2 [optional], digest@0.10.7 requires ^0.9 [optional], rsa@0.9.10 requires ^0.9; v0.10.2 <- der@0.8.1 requires ^0.10 [optional], digest@0.11.3 requires ^0.10 [optional], x509-cert@0.3.0 requires ^0.10	No - current TLS/PKI and Arti constraints	Keep: preserve both TLS backends and Arti 0.44; unification requires upstream rustls-acme/rcgen/x509/Arti convergence.
all-features	cpufeatures	v0.2.17,v0.3.0	active duplicate	v0.2.17 <- aes@0.8.4 requires ^0.2 [target=cfg(any(target_arch = "aarch64", target_arch = "x86_64", target_arch = "x86"))], argon2@0.5.3 requires ^0.2.12 [target=cfg(any(target_arch = "x86", target_arch = "x86_64"))], curve25519-dalek@4.1.3 requires ^0.2.6 [target=cfg(target_arch = "x86_64")], keccak@0.1.6 requires ^0.2 [target=cfg(target_arch = "aarch64")], sha1@0.10.7 requires ^0.2 [target=cfg(any(target_arch = "aarch64", target_arch = "x86", target_arch = "x86_64"))], sha2@0.10.9 requires ^0.2 [target=cfg(any(target_arch = "aarch64", target_arch = "x86_64", target_arch = "x86"))]; v0.3.0 <- chacha20@0.10.1 requires ^0.3 [target=cfg(any(target_arch = "x86_64", target_arch = "x86"))], keccak@0.2.0 requires ^0.3 [target=cfg(target_arch = "aarch64")], sha2@0.11.0 requires ^0.3 [target=cfg(any(target_arch = "aarch64", target_arch = "x86_64", target_arch = "x86"))]	No - current crypto/RNG and Arti constraints	Keep: semver-incompatible generations are selected by Arti 0.44 and the modern direct crypto/RNG stack; revisit upstream only.
all-features	crypto-common	v0.1.7,v0.2.2	active duplicate	v0.1.7 <- cipher@0.4.4 requires ^0.1.6, digest@0.10.7 requires ^0.1.3; v0.2.2 <- digest@0.11.3 requires ^0.2	No - current crypto/RNG and Arti constraints	Keep: semver-incompatible generations are selected by Arti 0.44 and the modern direct crypto/RNG stack; revisit upstream only.
all-features	darling	v0.14.4,v0.21.3,v0.23.0	active duplicate	v0.14.4 <- derive_builder_core_fork_arti@0.11.2 requires ^0.14.0; v0.21.3 <- enumset_derive@0.15.0 requires ^0.21.3; v0.23.0 <- serde_with_macros@3.21.0 requires ^0.23.0	No - current proc-macro/API constraints	Keep: independent derive/proc-macro consumers require incompatible generations; a lockfile-only update cannot unify them.
all-features	darling_core	v0.14.4,v0.21.3,v0.23.0	active duplicate	v0.14.4 <- darling@0.14.4 requires =0.14.4, darling_macro@0.14.4 requires =0.14.4; v0.21.3 <- darling@0.21.3 requires =0.21.3, darling_macro@0.21.3 requires =0.21.3; v0.23.0 <- darling@0.23.0 requires =0.23.0, darling_macro@0.23.0 requires =0.23.0	No - current proc-macro/API constraints	Keep: independent derive/proc-macro consumers require incompatible generations; a lockfile-only update cannot unify them.
all-features	darling_macro	v0.14.4,v0.21.3,v0.23.0	active duplicate	v0.14.4 <- darling@0.14.4 requires =0.14.4; v0.21.3 <- darling@0.21.3 requires =0.21.3; v0.23.0 <- darling@0.23.0 requires =0.23.0	No - current proc-macro/API constraints	Keep: independent derive/proc-macro consumers require incompatible generations; a lockfile-only update cannot unify them.
all-features	der	v0.7.10,v0.8.1	active duplicate	v0.7.10 <- ecdsa@0.16.9 requires ^0.7 [optional], pkcs1@0.7.5 requires ^0.7, pkcs8@0.10.2 requires ^0.7, sec1@0.7.3 requires ^0.7 [optional], spki@0.7.3 requires ^0.7.2; v0.8.1 <- spki@0.8.0 requires ^0.8, x509-cert@0.3.0 requires ^0.8	No - current TLS/PKI and Arti constraints	Keep: preserve both TLS backends and Arti 0.44; unification requires upstream rustls-acme/rcgen/x509/Arti convergence.
all-features	der-parser	v9.0.0,v10.0.0	active duplicate	v9.0.0 <- x509-parser@0.16.0 requires ^9.0; v10.0.0 <- tor-llcrypto@0.44.0 requires ^10, x509-parser@0.18.1 requires ^10.0	No - current TLS/PKI and Arti constraints	Keep: preserve both TLS backends and Arti 0.44; unification requires upstream rustls-acme/rcgen/x509/Arti convergence.
all-features	digest	v0.10.7,v0.11.3	active duplicate	v0.10.7 <- blake2@0.10.6 requires ^0.10.3, curve25519-dalek@4.1.3 requires ^0.10 [optional], ecdsa@0.16.9 requires ^0.10.7 [optional], elliptic-curve@0.13.8 requires ^0.10 [optional], hmac@0.12.1 requires ^0.10.3, k12@0.3.0 requires ^0.10.7, rsa@0.9.10 requires ^0.10.5, sha1@0.10.7 requires ^0.10.7, sha2@0.10.9 requires ^0.10.7, sha3@0.10.9 requires ^0.10.7, signature@2.2.0 requires ^0.10.6 [optional], tor-bytes@0.44.0 requires ^0.10.0, tor-cert@0.44.0 requires ^0.10.0, tor-consdiff@0.44.0 requires ^0.10.0, tor-dirmgr@0.44.0 requires ^0.10.0, tor-hscrypto@0.44.0 requires ^0.10.0, tor-hsservice@0.44.0 requires ^0.10.0, tor-llcrypto@0.44.0 requires ^0.10.0, tor-netdir@0.44.0 requires ^0.10.0 [optional], tor-netdoc@0.44.0 requires ^0.10.0, tor-proto@0.44.0 requires ^0.10.0; v0.11.3 <- sha2@0.11.0 requires ^0.11, sha3@0.12.0 requires ^0.11	No - current crypto/RNG and Arti constraints	Keep: semver-incompatible generations are selected by Arti 0.44 and the modern direct crypto/RNG stack; revisit upstream only.
all-features	foldhash	v0.1.5,v0.2.0	active duplicate	v0.1.5 <- hashbrown@0.15.5 requires ^0.1.2 [optional]; v0.2.0 <- hashbrown@0.16.1 requires ^0.2.0 [optional]	No - current collection-ecosystem constraints	Keep: direct and transitive collection crates require incompatible hashbrown/indexmap generations; revisit upstream releases.
all-features	getrandom	v0.2.17,v0.3.4,v0.4.3	active duplicate	v0.2.17 <- amplify@4.9.0 requires ^0.2 [target=cfg(target_arch = "wasm32")], rand_core@0.6.4 requires ^0.2 [optional], redox_users@0.5.2 requires ^0.2, ring@0.17.14 requires ^0.2.10, tor-llcrypto@0.44.0 requires ^0.2.0 [target=wasm32-unknown-unknown]; v0.3.4 <- amplify@4.9.0 requires ^0.3 [target=cfg(target_arch = "wasm32")], rand_core@0.9.5 requires ^0.3.0 [optional], tor-llcrypto@0.44.0 requires ^0.3.0 [target=wasm32-unknown-unknown]; v0.4.3 <- jobserver@0.1.35 requires ^0.4 [target=cfg(windows)], rand@0.10.2 requires ^0.4.0 [optional], rustchan@1.3.0 requires ^0.4.3, tempfile@3.27.0 requires >=0.3.0, <0.5 [target=cfg(any(unix, windows, target_os = "wasi")); optional], tor-basic-utils@0.44.0 requires ^0.4 [target=cfg(target_arch = "wasm32")], tor-bytes@0.44.0 requires ^0.4.0 [target=wasm32-unknown-unknown], tor-llcrypto@0.44.0 requires ^0.4.0 [target=wasm32-unknown-unknown], uuid@1.24.0 requires ^0.4 [target=cfg(not(all(target_arch = "wasm32", any(target_os = "unknown", target_os = "none")))); optional]	No - current crypto/RNG and Arti constraints	Keep: semver-incompatible generations are selected by Arti 0.44 and the modern direct crypto/RNG stack; revisit upstream only.
all-features	hashbrown	v0.12.3,v0.14.5,v0.15.5,v0.16.1,v0.17.1	active duplicate	v0.12.3 <- indexmap@1.9.3 requires ^0.12; v0.14.5 <- dashmap@6.2.1 requires ^0.14.5; v0.15.5 <- imara-diff@0.2.0 requires ^0.15; v0.16.1 <- hashlink@0.11.1 requires ^0.16, rsqlite-vfs@0.1.1 requires ^0.16.1; v0.17.1 <- indexmap@2.14.0 requires ^0.17	No - current collection-ecosystem constraints	Keep: direct and transitive collection crates require incompatible hashbrown/indexmap generations; revisit upstream releases.
all-features	image	v0.24.9,v0.25.10	active duplicate	v0.24.9 <- captcha@1.0.0 requires ^0.24.2; v0.25.10 <- rustchan@1.3.0 requires ^0.25.10	No - current media/CAPTCHA constraints	Keep: the legacy CAPTCHA/image path and current media/network stack require incompatible generations; revisit when the parent crates upgrade.
all-features	indexmap	v1.9.3,v2.14.0	metadata-only optional split	v1.9.3 <- serde_with@3.21.0 requires ^1.8 [optional]; v2.14.0 <- derive-deftly-macros@1.11.5 requires >=1.8, <3, h2@0.4.15 requires ^2, priority-queue@2.7.0 requires ^2.2, serde_with@3.21.0 requires ^2.0 [optional], toml@1.1.4+spec-1.1.0 requires ^2.13.0 [optional], toml_edit@0.22.27 requires ^2.3.0, toml_edit@0.25.13+spec-1.1.0 requires ^2.13.0, zip@8.6.0 requires ^2	No built duplicate - metadata-only optional split	Keep: Cargo metadata resolves both optional generations, but cargo tree confirms they are not simultaneously built in this configuration.
all-features	itertools	v0.14.0,v0.15.0	active duplicate	v0.14.0 <- tor-basic-utils@0.44.0 requires ^0.14.0, tor-cell@0.44.0 requires ^0.14.0, tor-circmgr@0.44.0 requires ^0.14.0, tor-config@0.44.0 requires ^0.14.0, tor-dirclient@0.44.0 requires ^0.14.0, tor-dirmgr@0.44.0 requires ^0.14.0, tor-guardmgr@0.44.0 requires ^0.14.0, tor-hsclient@0.44.0 requires ^0.14.0, tor-hscrypto@0.44.0 requires ^0.14.0, tor-hsservice@0.44.0 requires ^0.14.0, tor-keymgr@0.44.0 requires ^0.14.0, tor-linkspec@0.44.0 requires ^0.14.0, tor-memquota-cost@0.44.0 requires ^0.14.0, tor-memquota@0.44.0 requires ^0.14.0, tor-netdir@0.44.0 requires ^0.14.0, tor-netdoc@0.44.0 requires ^0.14.0, tor-persist@0.44.0 requires ^0.14.0, tor-proto@0.44.0 requires ^0.14.0, tor-rtmock@0.44.0 requires ^0.14.0; v0.15.0 <- derive-deftly-macros@1.11.5 requires >=0.10.1, <0.16	No - current crypto/RNG and Arti constraints	Keep: semver-incompatible generations are selected by Arti 0.44 and the modern direct crypto/RNG stack; revisit upstream only.
all-features	keccak	v0.1.6,v0.2.0	active duplicate	v0.1.6 <- merlin@3.0.0 requires ^0.1.0, sha3@0.10.9 requires ^0.1.4; v0.2.0 <- sha3@0.12.0 requires ^0.2	No - current crypto/RNG and Arti constraints	Keep: semver-incompatible generations are selected by Arti 0.44 and the modern direct crypto/RNG stack; revisit upstream only.
all-features	oid-registry	v0.7.1,v0.8.1	metadata-only optional split	v0.7.1 <- x509-parser@0.16.0 requires ^0.7; v0.8.1 <- x509-parser@0.18.1 requires ^0.8.1	No built duplicate - metadata-only optional split	Keep: Cargo metadata resolves both optional generations, but cargo tree confirms they are not simultaneously built in this configuration.
all-features	pem-rfc7468	v0.7.0,v1.0.0	active duplicate	v0.7.0 <- der@0.7.10 requires ^0.7 [optional], ssh-encoding-fork-arti@0.2.0 requires ^0.7 [optional]; v1.0.0 <- der@0.8.1 requires ^1 [optional], rustchan@1.3.0 requires ^1.0.0 [optional]	No - current TLS/PKI and Arti constraints	Keep: preserve both TLS backends and Arti 0.44; unification requires upstream rustls-acme/rcgen/x509/Arti convergence.
all-features	png	v0.17.16,v0.18.1	active duplicate	v0.17.16 <- image@0.24.9 requires ^0.17.6 [optional]; v0.18.1 <- image@0.25.10 requires ^0.18.0 [optional]	No - current media/CAPTCHA constraints	Keep: the legacy CAPTCHA/image path and current media/network stack require incompatible generations; revisit when the parent crates upgrade.
all-features	r-efi	v5.3.0,v6.0.0	active duplicate	v5.3.0 <- getrandom@0.3.4 requires ^5.1 [target=cfg(all(target_os = "uefi", getrandom_backend = "efi_rng"))]; v6.0.0 <- getrandom@0.4.3 requires ^6 [target=cfg(all(target_os = "uefi", getrandom_backend = "efi_rng"))]	No - current crypto/RNG and Arti constraints	Keep: semver-incompatible generations are selected by Arti 0.44 and the modern direct crypto/RNG stack; revisit upstream only.
all-features	rand	v0.8.7,v0.9.5,v0.10.2	active duplicate	v0.8.7 <- num-bigint-dig@0.8.6 requires ^0.8.3 [optional]; v0.9.5 <- captcha@1.0.0 requires ^0.9; v0.10.2 <- arti-client@0.44.0 requires ^0.10.1, tor-basic-utils@0.44.0 requires ^0.10.1, tor-cell@0.44.0 requires ^0.10.1, tor-chanmgr@0.44.0 requires ^0.10.1, tor-circmgr@0.44.0 requires ^0.10.1, tor-dirmgr@0.44.0 requires ^0.10.1, tor-guardmgr@0.44.0 requires ^0.10.1, tor-hsclient@0.44.0 requires ^0.10.1, tor-hscrypto@0.44.0 requires ^0.10.1, tor-hsservice@0.44.0 requires ^0.10.1, tor-key-forge@0.44.0 requires ^0.10.1, tor-keymgr@0.44.0 requires ^0.10.1, tor-llcrypto@0.44.0 requires ^0.10.1, tor-netdir@0.44.0 requires ^0.10.1, tor-netdoc@0.44.0 requires ^0.10.1, tor-proto@0.44.0 requires ^0.10.1, tor-relay-selection@0.44.0 requires ^0.10.1, uuid@1.24.0 requires ^0.10 [target=cfg(not(all(target_arch = "wasm32", any(target_os = "unknown", target_os = "none")))); optional]	No - current crypto/RNG and Arti constraints	Keep: semver-incompatible generations are selected by Arti 0.44 and the modern direct crypto/RNG stack; revisit upstream only.
all-features	rand_chacha	v0.3.1,v0.9.0,v0.10.0	active duplicate	v0.3.1 <- rand@0.8.7 requires ^0.3.0 [optional]; v0.9.0 <- rand@0.9.5 requires ^0.9.0 [optional]; v0.10.0 <- tor-basic-utils@0.44.0 requires ^0.10.0, tor-llcrypto@0.44.0 requires ^0.10.0 [target=cfg(not(target_arch = "wasm32"))]	No - current crypto/RNG and Arti constraints	Keep: semver-incompatible generations are selected by Arti 0.44 and the modern direct crypto/RNG stack; revisit upstream only.
